anchor,entailment,contradiction
"在那开始朽烂的砖木格子里,也会盛着一些谈不上如锦如绣,却还是月影花影的回忆和向往",砖木格子里都是回忆,砖木格子是很新的
"如果他那里有的话,马上就可以连接.",他决定了能不能连接,"如果他那里没有,马上就可以连接"
"对,我们去,就刚好她满月隔几天嘛.",她已经过了满月了,我们不打算去看望她
"小林老婆高兴地说,微波炉用处多,除了烤白薯,还可以烤蛋糕,烤馍片,烤鸡烤鸭",小林家有微波炉,微波炉烤蛋糕会爆炸
"少数民族也要提倡计划生育,以利于经济发展和社会进步",计划生育有好处,少数民族不需要计划生育
"就没几个陪他的吧,屈静他们.",他们很少陪他,好多人在陪他
"我们便被说动了心,到了北京",我们去过北京,我们没去过首都
"我们要坚定不移地把加强和巩固同广大发展中国家的团结与合作,作为外交工作的立足点",外交工作有立足点,外交工作不包括加强与广大发展中国家的团结与合作
"明天晚上是,在旅馆住一夜.",将来会在旅馆住一夜,明天晚上我们在别墅住下
有抗日神剧基础的,抗日阶段被拍成神剧,抗日电视剧都尊重了史实
"比那个贵很多,你,你.",这个会更贵,这个比那个更加便宜
"没见苏州,已嗅到白兰花的香",白兰花很香,苏州没有白兰花
"没错,都是我们老家",正在谈论的是我们老家,其中一个说的不是我们老家
"现在,深圳上上下下都在思考:在全省追赶四小龙的进程中,我们将扮演什么角色",深圳的市民在思考,深圳不会扮演任何角色
现在他出任了集体性质的友谊华侨贸易部董事长,他是董事长,他只是个无名小卒
"现在你不管怎么样,还是我的妈啊.",你是一位母亲,我是你爷爷
"程先生冷不防被她点穿了心思,笑也不是,恼也不是,只好不做声",程先生被看穿了,程先生感到愤怒
"第二天上班,小林找到了女小彭",小林上班才两天,小林第二天没有上班
"西装的跨肩和后背怎么都做不服帖了,领带的衬料是将就的,也是满街地穿开,却是三合一作面料的",领带的材料可以讲究,满街穿开的领带都是质量好的
"要保证机关事业单位工资和离退休费的按时足额发放,任何地方都不得出现新的拖欠",机关事业单位工资不得拖欠,离退休费可以拖欠
"要抓好小城镇户籍管理制度改革的试点,制定支持小城镇发展的投资、土地、房地产等政策",小城镇户籍管理制度即将改革,户籍管理制度改革并不在小城镇发生
"解决农业、农村和农民问题,是我们全部工作的重中之重",我们全部的工作有分轻重,解决农村问题不在我们的工作内
"这我可以给他定了,但我不交钱.",定下可以不交钱,定了就得交钱
那为什么你想要沉迷在里面,你想要沉迷,你不想沉迷任何东西
重点建设取得新成就,重点建设取得进步,重点建设一事无成
"什么东西,信息又方便.",信息很方便,信息不重要
"从中可见,六种手段无一不用",六种手段都被用了,六种手段有的没用
"他没有去追,施了定身术似的,站在原地",他停下来,他追去了
"但是,这一次情况完全不一样",以前有过其他情况,这一次情况我以前见过
使我国的改革开放事业向着社会主义方向顺利地发展,改革开放事业得到发展,改革开放事业发展得并不顺利
"其实在一般女学生看来,能为导演看上去试一回,已是足够的光荣,成功则是奢望中的奢望",一般女学生觉得成功是奢望,女学生不可能成功
"反过来用足球的规则让篮球人和足球人踢,用脚,你觉得他的胜率有多大",足球的规则和篮球的规则不同,足球的规则是用手接球
"另一方面不少地方和企业又感到资金紧缺,这需要在坚持紧缩金融的前提下通过调整信贷结构等措施认真加以解决",许多地方资金紧缺,企业基本都没有资金短缺这一状况
"可莫说是王琦瑶,就是外婆也为她",外婆还在世,王琦瑶无人关心
"听起来就像绕口令,还像进了迷魂阵,只有当事人才搞得清楚",当事人不觉得乱,有人能搞得清楚这个“迷魂阵”
"呃,奶奶那,就托人照顾了.",奶奶不能照顾自己了,奶奶已经去世了
"呃告诉我了,告诉我了.",我知道了一些事情,没有人告诉我
"哎,我慢慢就是适应啦.",我准备适应,我不想适应
"哎,那怕时间短一点都可以.",我不介意时间短点,我希望时间短点
"因为他的主队是巴塞罗那,是把内马尔给卖了的",他有主队,内马尔没被卖过
"因为我来北京之后,其实三里屯那边已经是有点就已经有点现在的样子了",三里屯当时已经有点样子了,三里屯在我来北京时破败不堪
"在实验室也不干活,在那.",他身在实验室心不在,他没来过实验室
在白洋淀荷花大观园,白洋淀有荷花,白洋淀没有大观园
坚持优先发展教育事业,教育事业得到了优先发展,教育事业不必优先发展
"她就像一个摆设,一幅壁上的画,装点了客厅",她在客厅里,她在厨房里
"对,张爱玲的手稿很珍贵,非常少",张爱玲留过手稿,张爱玲手稿并不稀奇
"我们不怨你们,你们是真的替我们老百姓着想",我们是老百姓,你们不为我们着想
"我写诗,我出过诗集",我出过书,我是文盲
我觉得政治永远需要敌人,政治需要敌人是我的看法,我没有关于政治的看法
"打一段时间,反正到时候.",打一段时间不是必要的方法,打一段时间直接影响了到时候的结果
"据了解,去年辽宁省机械产品库存曾高达26.2亿元,到年末仍有21亿元,超过正常储备将近1倍",辽宁省机械产品库存去年储备过多,辽宁省去年机械产品库存过少
改革开放取得新的进展,改革开放有了新进展,改革开放没有进展
"最终的结果它推动了戏剧的发展,推动了文艺的发展",戏剧得到了一些发展,戏剧因为这个结果而倒退了
"最近新的结论,因为我追",结论已经更新了,最近没有人关心结论的进展
"浙江省农业银行、信用社通过调查摸底,对事关农业升温的3大关键环节,在资金投放上予以优先保证:",浙江省农业银行和信用社支持农业升温,资金投放不能得到保证
"然后他托付给旁边这人,说你看着我妈妈的这个遗体,我去拍拍那个,结果她回来之后,说我妈妈的遗体呢",他妈妈已经去世了,他妈妈仍然在世
"研究拟定涉及人民群众切身利益的重要法律草案和制定行政法规,要广泛征求社会各方面的意见",拟定草案和法规不能一言堂,社会各方面的意见并不重要
"老家人来,如果单是吃一顿饭,还好应付,往往吃过饭,他们还要交代许多事让小林办",小林经常被委托,老家人来找小林从不是为了办事
"讲然后后来,大概讲对了.",最后讲对了,最后也没讲对
"诡异的光就是反讽啊,就是这个鱼,所有这个事情都是不真实啊,就是一个反讽啊",所有的事情都是不真实的反讽,有些事情是真实的
"近8个小时后,会谈终于在记者的焦急等待中结束",会谈持续了8小时,记者们十分懒散
这些问题必须下大气力解决,这些问题迟早会被解决,这些问题都可以简单解决
这是坚如磐石的人生,人生可以是坚如磐石的,人生从来不会坚如磐石
"这是果决的,不像电话铃那样缠绵,京绕不绝",电话铃声不是果决的,果决的决定也可以缠绵
这是第一个引起争议的问题,这个问题引起了争议,没有问题能够引起争议
"造成上述问题,原因是多方面的,既有不合理体制的制约,也有思想认识跟不上形势变化的阻滞",不合理体制导致了一定后果,造成问题的原因是偶然的
"阿拉伯舆论普遍认为,以色列此举不仅威胁巴勒斯坦的和平倡议,而且危及整个阿拉伯民族的安全",阿拉伯认为以色列是个威胁,阿拉伯民族安全得到了保证
"鼓励通信、铁路、电站等大型成套设备出口,让中国装备享誉全球",中国有通信成套设备,铁路成套设备无法出口
"七九二零,呃,七九二.",这个人说错了,前后两个数字都是对的
"不是这样,迷信是有规律的,两头人迷信,中间的人都不迷信",迷信的人群也有规律,迷信是毫无规律可抓的
"中央财政大幅增加对高职院校的投入,地方财政也要加强支持",地方财政的高职院校投入会加大,地方财政不需要对高职院校投入
"于是下班接孩子回来,猛干家务",先接了孩子才干了家务,接孩子的时候出车祸
"今年,中央财政安排用于“两个确保”和城市“低保”的补助资金779亿元,比去年增长11.3%",今年的补助资金比去年多了,城市不需要“低保”补助资金
今晚的舞场被凝重的气氛笼罩,今晚的舞场不热烈,今晚的舞场没有开张
"他双手抄在西裤口袋里,站在无人的明亮的马路上,感到了寂寞",他不是个无臂的残疾人,他从不感到寂寞
"他好像觉着回到了从前,他们都还年轻的时候",他已经不年轻了,他还是一个情窦初开的少年
他讲你那☺附小☺一次演奏会不好也没关系.,我的朋友开了演奏会,演奏会演砸了就不好了
"但到了23点,仍然什么也没有发生",23点前什么也没发生,现在还没到23点
"但是比如说今天我打个车,一上车的士司机开着窗户,我还穿成这样",我穿得和外面的气温不符合,的士司机不能开窗户
"几乎每个分支机构都花费了数十万、上百万元资金,购买高级轿车、住房和地毯等",有些机构花费了钱买了高级轿车,分支机构花费的钱都用于办公用品
"又转了几个企业,也见到同样的场面",几个企业有相似处,我没去过几个企业
"和王琦瑶接触越多,这个疑团就越是频繁地来打扰",王琦瑶和这个谜团有关系,王琦瑶和他人接触不多
"外商则有时不明白:自己本是来赚钱做生意的,何以被主人们前呼后拥地奉若上宾呢",一些外商被主人们奉若上宾,被主人们奉若上宾的不含外商
"她的城堡了,对不对,这在以前也是啊,以前在狩猎时代的时候也是,女人都是守在帐篷里的","狩猎时代,女人都守在帐篷",现在女人都不守在帐篷里了
